className,method,score
cn.nc.user.inst.service.impl.InstInfoTaksServiceImpl,cn.nc.user.inst.service.impl.InstInfoTaksServiceImpl#taskApproveReturn,18
cn.nc.user.cfaeacct.service.impl.CfaeAccountHisServiceImpl,cn.nc.user.cfaeacct.service.impl.CfaeAccountHisServiceImpl#cfaeAcctBatchApprovePass,8
cn.nc.issuance.dist.facade.controller.DistCheckThirdAccountController,cn.nc.issuance.dist.facade.controller.DistCheckThirdAccountController#handle,1
cn.nc.channel.backend.service.dto.component.ComponentRelQuickEntranceRespDto,cn.nc.channel.backend.service.dto.component.ComponentRelQuickEntranceRespDto#setResourceUrl,0
cn.nc.pub.msg.service.dto.productParameter.ParameterDownloadDto,cn.nc.pub.msg.service.dto.productParameter.ParameterDownloadDto#setIds,0
cn.nc.user.instuser.facade.controller.ModifyInstUserController,cn.nc.user.instuser.facade.controller.ModifyInstUserController#instUserModify,1
cn.nc.pub.msg.service.dto.productInstance.ProductInstanceQueryDto,cn.nc.pub.msg.service.dto.productInstance.ProductInstanceQueryDto#setBondType,0
cn.nc.issuance.book.dcm.converter.NxOrgListChangeRecordConverterImpl,cn.nc.issuance.book.dcm.converter.NxOrgListChangeRecordConverterImpl#toDtoList,5
cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto#getConsignPayEndDate,1
cn.nc.channel.backend.service.dto.pagesetting.CustomizeLayoutConfigReqDto,cn.nc.channel.backend.service.dto.pagesetting.CustomizeLayoutConfigReqDto#getLayoutVersion,1
cn.nc.pub.wkcl.service.dto.SysTradeCalRespDto,cn.nc.pub.wkcl.service.dto.SysTradeCalRespDto#setTradeCalId,0
cn.nc.issuance.common.service.RegistrationFilesService,cn.nc.issuance.common.service.RegistrationFilesService#download,0
cn.nc.issuance.book.dcm.service.dto.RspHead,cn.nc.issuance.book.dcm.service.dto.RspHead#setTxRespTime,0
cn.nc.user.conf.facade.CenterSysConfigFieldDeleteController,cn.nc.user.conf.facade.CenterSysConfigFieldDeleteController#sysConfigFieldDelete,1
cn.nc.operation.base.model.dto.task.TaskDto,cn.nc.operation.base.model.dto.task.TaskDto#getTaskStartTime,1
cn.nc.user.reguser.service.dto.UserInfoDetailDto,cn.nc.user.reguser.service.dto.UserInfoDetailDto#getBelongInstName,1
cn.nc.issuance.bid.converter.TiEmergencyContactConverterImpl,cn.nc.issuance.bid.converter.TiEmergencyContactConverterImpl#toDtoList,5
cn.nc.user.clientorgquery.facade.controller.ClientOrgUserCompareDataController,cn.nc.user.clientorgquery.facade.controller.ClientOrgUserCompareDataController#clientOrgUserCompareData,1
cn.nc.issuance.book.dcm.query.service.dto.hisinfoquery.DistTerms,cn.nc.issuance.book.dcm.query.service.dto.hisinfoquery.DistTerms#setDistTemplateId,0
cn.nc.channel.mix.controller.channel.subscribe.QueryCrmwPurchasedProductsController,cn.nc.channel.mix.controller.channel.subscribe.QueryCrmwPurchasedProductsController#doService,1
cn.nc.user.initinst.service.impl.QueryInstOpenApplyServiceImpl,cn.nc.user.initinst.service.impl.QueryInstOpenApplyServiceImpl#queryInstOpenApplyList,10
cn.nc.channel.backend.service.dto.homepage.HomePageDispRespDto,cn.nc.channel.backend.service.dto.homepage.HomePageDispRespDto#getClassicLayoutId,1
cn.nc.issuance.book.dcm.facade.controller.unAnnounced.UnAnnounceBondDelController,cn.nc.issuance.book.dcm.facade.controller.unAnnounced.UnAnnounceBondDelController#doService,1
cn.nc.channel.search.service.dto.SearchCondition,cn.nc.channel.search.service.dto.SearchCondition#getPageSize,1
cn.nc.issuance.dist.util.IssDateUtil,cn.nc.issuance.dist.util.IssDateUtil#formatDate,2
cn.nc.issuance.book.dcm.service.impl.bond.BondIssMgrServiceImpl,cn.nc.issuance.book.dcm.service.impl.bond.BondIssMgrServiceImpl#validate,82
cn.nc.issuance.book.dcm.service.dto.BookApplicationSceenEntityNew,cn.nc.issuance.book.dcm.service.dto.BookApplicationSceenEntityNew#getBondFullName,1
cn.nc.operation.task.engine.feign.param.PositionDto,cn.nc.operation.task.engine.feign.param.PositionDto#getModifyUserId,1
cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.AccountWhiteListViewDto,cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.AccountWhiteListViewDto#getQueryFlag,1
cn.nc.user.instuser.service.dto.InstUserDto,cn.nc.user.instuser.service.dto.InstUserDto#getInstChnShortName,1
cn.nc.pub.msg.facade.controller.parameterGroup.ParameterGroupAddController,cn.nc.pub.msg.facade.controller.parameterGroup.ParameterGroupAddController#addParameterGroup,1
cn.nc.operation.base.service.impl.TaskServiceImpl,cn.nc.operation.base.service.impl.TaskServiceImpl#convertEntity,50
cn.nc.user.archive.dto.FileArchiveHisCondDto,cn.nc.user.archive.dto.FileArchiveHisCondDto#getOpenApplyId,1
cn.nc.channel.backend.adapter.repository.po.PageIdentityRefRolePo,cn.nc.channel.backend.adapter.repository.po.PageIdentityRefRolePo#getModifyUserName,1
cn.nc.base.dto.NcBaseDto,cn.nc.base.dto.NcBaseDto#getVersion,1
cn.nc.issuance.common.compute.purchase.DutchAllocationPurchasePlacingService,cn.nc.issuance.common.compute.purchase.DutchAllocationPurchasePlacingService#afterAllocationEnhance,45
cn.nc.issuance.book.dcm.service.dto.bill.SubscriptionAmountEntity,cn.nc.issuance.book.dcm.service.dto.bill.SubscriptionAmountEntity#getAdjustContent,1
cn.nc.issuance.book.dcm.converter.StageRepayInfoConverterImpl,cn.nc.issuance.book.dcm.converter.StageRepayInfoConverterImpl#toDto,4
cn.nc.user.sync.query.dto.CfaeRegisterUserQueryDto,cn.nc.user.sync.query.dto.CfaeRegisterUserQueryDto#getCard,1
cn.nc.channel.mix.model.dto.BookBuildingAdjustmentLogResponse,cn.nc.channel.mix.model.dto.BookBuildingAdjustmentLogResponse#setTrustAccount,0
cn.nc.user.inst.service.impl.InstInfoHisServiceImpl,cn.nc.user.inst.service.impl.InstInfoHisServiceImpl#getDict,21
cn.nc.user.inst.facade.controller.InstInfoHisCenterApprovalRefuseController,cn.nc.user.inst.facade.controller.InstInfoHisCenterApprovalRefuseController#instMaintainHisApprovalRefuse,1
cn.nc.channel.auth.outer.service.dto.login.UserInfoDetailDto,cn.nc.channel.auth.outer.service.dto.login.UserInfoDetailDto#setDataSource,0
cn.nc.issuance.book.dcm.facade.controller.pricingplacing.GenPublishNoticeListController,cn.nc.issuance.book.dcm.facade.controller.pricingplacing.GenPublishNoticeListController#handle,1
cn.nc.pub.msg.service.impl.ParameterQueryServiceImpl,cn.nc.pub.msg.service.impl.ParameterQueryServiceImpl#getCurrentDateStr,1
cn.nc.channel.auth.outer.service.dto.login.InstUserRoleRelDto,cn.nc.channel.auth.outer.service.dto.login.InstUserRoleRelDto#getRelTime,1
cn.nc.user.openacctquery.controller.InstOperOpenAcctQueryController,cn.nc.user.openacctquery.controller.InstOperOpenAcctQueryController#queryInstOperList,1
cn.nc.issuance.book.dcm.query.service.dto.directinvestor.DirectInvestorDetailDto,cn.nc.issuance.book.dcm.query.service.dto.directinvestor.DirectInvestorDetailDto#setBusiTypeName,0
cn.nc.pub.msg.service.dto.log.MsgSendRecordRespDto,cn.nc.pub.msg.service.dto.log.MsgSendRecordRespDto#setInputUserId,0
cn.nc.issuance.dist.service.impl.DistTemplateServiceImpl,cn.nc.issuance.dist.service.impl.DistTemplateServiceImpl#listHis,2
cn.nc.user.reguser.converter.UserConverter,cn.nc.user.reguser.converter.UserConverter#poToHisPo,0
cn.nc.channel.mix.model.dto.RegistrationElementsResponse,cn.nc.channel.mix.model.dto.RegistrationElementsResponse#setFirstBaseRateEffectDate,0
cn.nc.channel.backend.adapter.repository.po.ComponentConfigPo,cn.nc.channel.backend.adapter.repository.po.ComponentConfigPo#getBusinessUrl,1
cn.nc.issuance.book.dcm.query.facade.controller.purchaseOffer.PurchaseOfferListController,cn.nc.issuance.book.dcm.query.facade.controller.purchaseOffer.PurchaseOfferListController#handle,1
cn.nc.issuance.book.dcm.service.dto.directinvestor.whitelist.download.BillWhiteListDto,cn.nc.issuance.book.dcm.service.dto.directinvestor.whitelist.download.BillWhiteListDto#getHolderAccount,1
cn.nc.pub.msg.adapter.repository.po.MsgBizSystemPo,cn.nc.pub.msg.adapter.repository.po.MsgBizSystemPo#setSystemName,0
cn.nc.channel.auth.outer.service.dto.kaptcha.CustomKaptchApiRespDto,cn.nc.channel.auth.outer.service.dto.kaptcha.CustomKaptchApiRespDto#getIsShowImageKaptcha,1
cn.nc.issuance.common.facade.controller.OrgEnglishNameHisListController,cn.nc.issuance.common.facade.controller.OrgEnglishNameHisListController#handle,1
cn.nc.user.ukey.validator.UkeyExpressValidator,cn.nc.user.ukey.validator.UkeyExpressValidator#requireUkeyList,1
cn.nc.issuance.book.dcm.query.converter.DecorateConverter,cn.nc.issuance.book.dcm.query.converter.DecorateConverter#toDto,0
cn.nc.issuance.dist.service.impl.SimDistInfoServiceImpl,cn.nc.issuance.dist.service.impl.SimDistInfoServiceImpl#save,2
cn.nc.pub.wkcl.service.dto.log.AuditLogQueryDto,cn.nc.pub.wkcl.service.dto.log.AuditLogQueryDto#setOriginIp,0
cn.nc.user.sync.user.adapter.feign.CfaeUserRegisterService,cn.nc.user.sync.user.adapter.feign.CfaeUserRegisterService#cfaeUserRegister,0
cn.nc.channel.auth.outer.service.dto.login.UserPermInfoDto,cn.nc.channel.auth.outer.service.dto.login.UserPermInfoDto#getPosition,1
cn.nc.issuance.dist.facade.controller.DistCheckTrustAccountController,cn.nc.issuance.dist.facade.controller.DistCheckTrustAccountController#doService,1
cn.nc.channel.auth.outer.service.impl.VerificationCodeCommonServiceImpl,cn.nc.channel.auth.outer.service.impl.VerificationCodeCommonServiceImpl#generateVerificationKey,16
cn.nc.issuance.bid.converter.TiPurchaseOfferAccountConverterImpl,cn.nc.issuance.bid.converter.TiPurchaseOfferAccountConverterImpl#toPoList,5
cn.nc.issuance.common.facade.controller.SysDictionarySubAddController,cn.nc.issuance.common.facade.controller.SysDictionarySubAddController#doService,1
cn.nc.pub.msg.facade.controller.log.SendRecordExportController,cn.nc.pub.msg.facade.controller.log.SendRecordExportController#doService,1
cn.nc.common.message.base.facade.ReqHead,cn.nc.common.message.base.facade.ReqHead#getSendSysOrCmptNo,1
cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto#getPublisherContactName,1
cn.nc.user.position.service.impl.PositionHisServiceImpl,cn.nc.user.position.service.impl.PositionHisServiceImpl#clientDeleteById,1
cn.nc.user.cfaeacct.converter.CfaeAccountTaskVoConverter,cn.nc.user.cfaeacct.converter.CfaeAccountTaskVoConverter#parseVo,0
cn.nc.issuance.bid.facade.message.head.req.ReqHeader,cn.nc.issuance.bid.facade.message.head.req.ReqHeader#getServNo,1
cn.nc.channel.msg.client.dto.MessageTargetInfoDto,cn.nc.channel.msg.client.dto.MessageTargetInfoDto#setTargetType,0
cn.nc.channel.backend.service.dto.identitymapping.IdentityRefRoleQueryRespDto,cn.nc.channel.backend.service.dto.identitymapping.IdentityRefRoleQueryRespDto#getBusinessRefineRole,1
cn.nc.user.sync.query.dto.CfaeRegisterUserDto,cn.nc.user.sync.query.dto.CfaeRegisterUserDto#setOfficePhone,0
cn.nc.channel.msg.converter.MessageQueryConverterImpl,cn.nc.channel.msg.converter.MessageQueryConverterImpl#messageTargetQueryDtoToMessageTargetQueryPo,5
cn.nc.user.inst.service.InstInfoExtHisService,cn.nc.user.inst.service.InstInfoExtHisService#batchDeleteByHisInstId,0
cn.nc.issuance.dist.service.external.DCMForExternalSellerRevokeService,cn.nc.issuance.dist.service.external.DCMForExternalSellerRevokeService#sellerRevoke,0
cn.nc.issuance.book.dcm.service.impl.DirectedInvestorServiceImpl,cn.nc.issuance.book.dcm.service.impl.DirectedInvestorServiceImpl#modify,4
cn.nc.issuance.book.dcm.query.service.impl.SendPurchaseResultQueryServiceImpl,cn.nc.issuance.book.dcm.query.service.impl.SendPurchaseResultQueryServiceImpl#detail,10
cn.nc.issuance.book.dcm.service.dto.PlacingResultEntity,cn.nc.issuance.book.dcm.service.dto.PlacingResultEntity#setFax,0
cn.nc.user.cfaeacct.facade.controller.ClientCfaeAcctListController,cn.nc.user.cfaeacct.facade.controller.ClientCfaeAcctListController#clientCfaeAcctList,1
cn.nc.channel.auth.outer.service.dto.register.WebSmsVerificationCodeReqDto,cn.nc.channel.auth.outer.service.dto.register.WebSmsVerificationCodeReqDto#setOperationBusinessType,0
cn.nc.channel.msg.service.impl.NoticeFileServiceImpl,cn.nc.channel.msg.service.impl.NoticeFileServiceImpl#findByNoticeId,1
cn.nc.issuance.book.dcm.query.service.dto.directinvestor.DirectInvestorAdminResultDto,cn.nc.issuance.book.dcm.query.service.dto.directinvestor.DirectInvestorAdminResultDto#setSendCount,0
cn.nc.pub.msg.service.impl.ParameterGroupCommandServiceImpl,cn.nc.pub.msg.service.impl.ParameterGroupCommandServiceImpl#extractNumberSuffix,7
cn.nc.pub.msg.service.impl.ParameterRuleCommandServiceImpl,cn.nc.pub.msg.service.impl.ParameterRuleCommandServiceImpl#saveRuleDraftInfo,9
cn.nc.channel.auth.outer.service.dto.register.WebEmailVerificationCodeRespDto,cn.nc.channel.auth.outer.service.dto.register.WebEmailVerificationCodeRespDto#setEmailVerificationUniqueId,0
cn.nc.issuance.book.dcm.facade.controller.group.GroupCheckBondPublishTypeController,cn.nc.issuance.book.dcm.facade.controller.group.GroupCheckBondPublishTypeController#doService,1
cn.nc.common.notify.dto.feign.EmailFeignDto,cn.nc.common.notify.dto.feign.EmailFeignDto#getSubject,1
cn.nc.user.cfaeacct.service.impl.CfaeAccountTaskServiceImpl,cn.nc.user.cfaeacct.service.impl.CfaeAccountTaskServiceImpl#revoke,0
cn.nc.user.instuser.adapter.repository.po.InstUserPo,cn.nc.user.instuser.adapter.repository.po.InstUserPo#setInstId,0
cn.nc.issuance.book.dcm.service.dto.bondadjustorder.PurchaseIntervalAdjustmentEntity,cn.nc.issuance.book.dcm.service.dto.bondadjustorder.PurchaseIntervalAdjustmentEntity#setOldSubRateUpper,0
cn.nc.channel.backend.service.dto.homepage.HomePageDispRespDto,cn.nc.channel.backend.service.dto.homepage.HomePageDispRespDto#getLayoutProportion,1
cn.nc.user.reguser.service.RegisterUserService,cn.nc.user.reguser.service.RegisterUserService#turnUserIdentify,0
cn.nc.issuance.book.dcm.query.service.dto.querystatistics.UnderWritingRatioChangeResultDto,cn.nc.issuance.book.dcm.query.service.dto.querystatistics.UnderWritingRatioChangeResultDto#setConsignPercentId,0
cn.nc.pub.msg.facade.controller.product.ProductDeleteController,cn.nc.pub.msg.facade.controller.product.ProductDeleteController#deleteProduct,1
cn.nc.issuance.book.dcm.batch.jobs.ThreePartyUnAnnouncedBondJob,cn.nc.issuance.book.dcm.batch.jobs.ThreePartyUnAnnouncedBondJob#execute,4
cn.nc.issuance.book.dcm.query.service.impl.QueryCurrentDateBondStaticsServiceImpl,cn.nc.issuance.book.dcm.query.service.impl.QueryCurrentDateBondStaticsServiceImpl#processPubcreditrateStatistic,15
cn.nc.issuance.book.dcm.service.impl.InstitutionInfoQueryServiceImpl,cn.nc.issuance.book.dcm.service.impl.InstitutionInfoQueryServiceImpl#getInstInfo,1
cn.nc.channel.backend.service.UserSearchEntranceService,cn.nc.channel.backend.service.UserSearchEntranceService#userQueryEntrance,0
cn.nc.issuance.book.dcm.query.config.WebConfig,cn.nc.issuance.book.dcm.query.config.WebConfig#getUserService,2
cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto#setRegAmountUndueLimit,0
cn.nc.user.reguser.service.dto.RegisterUserBaseDto,cn.nc.user.reguser.service.dto.RegisterUserBaseDto#getOfficePhoneNumber,1
cn.nc.user.instoperuser.facade.controller.StopOrEnableInstOperController,cn.nc.user.instoperuser.facade.controller.StopOrEnableInstOperController#doService,1
cn.nc.user.position.service.impl.PositionHisServiceImpl,cn.nc.user.position.service.impl.PositionHisServiceImpl#clientAdd,4
cn.nc.issuance.bid.service.impl.operation.shchBiddingMgmt.TiShchDcmBondStrategyImpl,cn.nc.issuance.bid.service.impl.operation.shchBiddingMgmt.TiShchDcmBondStrategyImpl#validatePublishInfo,51
cn.nc.user.conf.service.impl.SysBusinessRoleServiceImpl,cn.nc.user.conf.service.impl.SysBusinessRoleServiceImpl#pubGetInstRoleList,1
cn.nc.user.ukey.facade.controller.UkeyApplyHisCenterBatchApprovalPassController,cn.nc.user.ukey.facade.controller.UkeyApplyHisCenterBatchApprovalPassController#doService,1
cn.nc.issuance.book.dcm.utils.FileUtil,cn.nc.issuance.book.dcm.utils.FileUtil#getNameNoSuffixByPathPlus,1
cn.nc.pub.wkcl.config.WebConfig,cn.nc.pub.wkcl.config.WebConfig#plusConfiguration,1
cn.nc.issuance.common.converter.ContactQueryConverterImpl,cn.nc.issuance.common.converter.ContactQueryConverterImpl#toPoList,5
cn.nc.user.instuser.service.ClientInstOrgService,cn.nc.user.instuser.service.ClientInstOrgService#approveRefuseInstUser,0
cn.nc.issuance.book.dcm.utils.DateUtil,cn.nc.issuance.book.dcm.utils.DateUtil#checkTimebyConfiguration,5
cn.nc.user.cfaeacct.facade.controller.CfaeAcctDepositQueryListController,cn.nc.user.cfaeacct.facade.controller.CfaeAcctDepositQueryListController#cfaeAcctDepositQueryList,1
cn.nc.issuance.book.dcm.service.WhiteListCheckService,cn.nc.issuance.book.dcm.service.WhiteListCheckService#queryWhiteList,0
cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto#getBasicAmount,1
cn.nc.channel.auth.outer.service.dto.login.RegisterUserQueryRespDto,cn.nc.channel.auth.outer.service.dto.login.RegisterUserQueryRespDto#setListInstUserInfo,0
cn.nc.issuance.book.dcm.service.dto.DebitFinanceBookBuildEntity,cn.nc.issuance.book.dcm.service.dto.DebitFinanceBookBuildEntity#setMemName,0
cn.nc.user.position.converter.PositionPermissionHisConverterImpl,cn.nc.user.position.converter.PositionPermissionHisConverterImpl#toPo,4
cn.nc.user.instuser.service.impl.QueryThirdUserRelServiceImpl,cn.nc.user.instuser.service.impl.QueryThirdUserRelServiceImpl#getInstThirdRelDetail,1
cn.nc.issuance.bid.service.impl.operation.shchBiddingMgmt.TiShchFinBondStrategyImpl,cn.nc.issuance.bid.service.impl.operation.shchBiddingMgmt.TiShchFinBondStrategyImpl#validatePublishInfo,51
cn.nc.user.ind.adapter.feign.dto.CfaeRegisterUserQueryDto,cn.nc.user.ind.adapter.feign.dto.CfaeRegisterUserQueryDto#setDeptId,0
cn.nc.user.instsummary.adapter.repository.dao.InstSummaryDao,cn.nc.user.instsummary.adapter.repository.dao.InstSummaryDao#getroleByInstId,0
cn.nc.user.instuser.adapter.repository.po.InstUserPo,cn.nc.user.instuser.adapter.repository.po.InstUserPo#setBuildedOperId,0
cn.nc.issuance.bid.service.impl.bondprice.AddIssueMoreThenOneYearPriceGen,cn.nc.issuance.bid.service.impl.bondprice.AddIssueMoreThenOneYearPriceGen#getPriceDetailResultList,2
cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto#getSubRateLower,1
cn.nc.user.archive.converter.FileArchiveHisConverterImpl,cn.nc.user.archive.converter.FileArchiveHisConverterImpl#toPageList,5
cn.nc.pub.msg.service.dto.log.MsgEmailRecordQueryDto,cn.nc.pub.msg.service.dto.log.MsgEmailRecordQueryDto#setStartInputTime,0
cn.nc.issuance.dist.service.impl.NxOrgListServiceImpl,cn.nc.issuance.dist.service.impl.NxOrgListServiceImpl#findByNXType,1
cn.nc.user.clientorgquery.facade.controller.ClientOrgJumpAddOrModifyController,cn.nc.user.clientorgquery.facade.controller.ClientOrgJumpAddOrModifyController#clientOrgJumpAddOrModify,1
cn.nc.issuance.book.dcm.service.dto.nxMessage.SendNxMassageEntityDTO,cn.nc.issuance.book.dcm.service.dto.nxMessage.SendNxMassageEntityDTO#setContactPhone,0
cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondInterestModeListController,cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondInterestModeListController#handle,1
cn.nc.pub.msg.service.impl.MsgLogServiceImpl,cn.nc.pub.msg.service.impl.MsgLogServiceImpl#queryPage,5
cn.nc.user.cfaeacct.service.impl.CfaeAccountServiceImpl,cn.nc.user.cfaeacct.service.impl.CfaeAccountServiceImpl#setData,4
cn.nc.channel.auth.outer.converter.UserOrgOperationMapper,cn.nc.channel.auth.outer.converter.UserOrgOperationMapper#resetPwdDtoToUserPwdDto,0
cn.nc.channel.backend.adapter.repository.po.CustomizeLayoutPo,cn.nc.channel.backend.adapter.repository.po.CustomizeLayoutPo#getLayoutProportion,1
cn.nc.issuance.book.dcm.facade.controller.group.InvestorCancelAssignMainManagerController,cn.nc.issuance.book.dcm.facade.controller.group.InvestorCancelAssignMainManagerController#doService,1
cn.nc.channel.auth.outer.service.dto.login.SwitchInstUserRoleRespDto,cn.nc.channel.auth.outer.service.dto.login.SwitchInstUserRoleRespDto#getBusinessRoleId,1
cn.nc.user.cfaeuser.dto.CfaeRegisterUserDto,cn.nc.user.cfaeuser.dto.CfaeRegisterUserDto#setUserName,0
cn.nc.pub.msg.converter.MailSmtpMapperImpl,cn.nc.pub.msg.converter.MailSmtpMapperImpl#reqToPo,4
cn.nc.pub.msg.service.dto.log.MsgSendRecordRespDto,cn.nc.pub.msg.service.dto.log.MsgSendRecordRespDto#setId,0
cn.nc.pub.msg.service.dto.excel.MsgEmailExportDto,cn.nc.pub.msg.service.dto.excel.MsgEmailExportDto#getSubject,1
cn.nc.issuance.dist.service.impl.logic.DcmDistLogic,cn.nc.issuance.dist.service.impl.logic.DcmDistLogic#getAndValidateBondInfo,18
cn.nc.common.message.base.facade.BaseReqServiceFacade,cn.nc.common.message.base.facade.BaseReqServiceFacade#setReqHeader,0
cn.nc.user.conf.service.impl.SysBusinessRoleFieldRelServiceImpl,cn.nc.user.conf.service.impl.SysBusinessRoleFieldRelServiceImpl#confBusinessRoleFieldListByRoleIdList,15
cn.nc.channel.mix.model.dto.FinancialBondQueryResponse,cn.nc.channel.mix.model.dto.FinancialBondQueryResponse#setBondCode,0
cn.nc.issuance.book.dcm.service.dto.BookBondInfoOneNew,cn.nc.issuance.book.dcm.service.dto.BookBondInfoOneNew#getAdminEmail,1
cn.nc.channel.backend.service.dto.distribution.DistributionBondQueryRespDto,cn.nc.channel.backend.service.dto.distribution.DistributionBondQueryRespDto#setBondShortName,0
cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto#getBondReorgan,1
cn.nc.channel.backend.service.impl.IdentityMappingPublishServiceImpl,cn.nc.channel.backend.service.impl.IdentityMappingPublishServiceImpl#publishIdentityMapping,6
cn.nc.user.instuser.service.dto.InstUserRoleRelDto,cn.nc.user.instuser.service.dto.InstUserRoleRelDto#getBusinessRoleId,1
cn.nc.issuance.bid.utils.BigDecimalUtil,cn.nc.issuance.bid.utils.BigDecimalUtil#decimalToString,5
cn.nc.user.archive.validator.FileArchiveValidator,cn.nc.user.archive.validator.FileArchiveValidator#withPo,1
cn.nc.user.position.converter.PositionPermissionHisConverterImpl,cn.nc.user.position.converter.PositionPermissionHisConverterImpl#toPoList,5
cn.nc.user.seal.service.impl.SealMessageServiceImpl,cn.nc.user.seal.service.impl.SealMessageServiceImpl#approveSiteMessage,6
cn.nc.pub.msg.service.dto.log.MsgSendRecordRespDto,cn.nc.pub.msg.service.dto.log.MsgSendRecordRespDto#getTemplateId,1
cn.nc.issuance.book.dcm.service.impl.bond.BondMgrServiceImpl,cn.nc.issuance.book.dcm.service.impl.bond.BondMgrServiceImpl#checkSubEndNotGreatPubEnd,44
cn.nc.user.reguser.adapter.repository.po.UserInfoPo,cn.nc.user.reguser.adapter.repository.po.UserInfoPo#setRegistSource,0
cn.nc.issuance.common.service.SysDictionaryService,cn.nc.issuance.common.service.SysDictionaryService#portList,0
cn.nc.user.staff.converter.OrgConverter,cn.nc.user.staff.converter.OrgConverter#oaDtoToPo,0
cn.nc.issuance.common.compute.dto.PlacingInputDto,cn.nc.issuance.common.compute.dto.PlacingInputDto#getRationModel,1
cn.nc.issuance.book.dcm.batch.jobs.BondPayMentSendInfoJob,cn.nc.issuance.book.dcm.batch.jobs.BondPayMentSendInfoJob#afterJob,1
cn.nc.operation.base.service.impl.WorkingScheduleGroupServiceImpl,cn.nc.operation.base.service.impl.WorkingScheduleGroupServiceImpl#queryManagerGroups,5
cn.nc.issuance.book.dcm.service.dto.bill.BondIssueRegistPublicEntity.SubBreed,cn.nc.issuance.book.dcm.service.dto.bill.BondIssueRegistPublicEntity.SubBreed#getSeqNo,1
cn.nc.channel.auth.outer.service.dto.login.InstUserDto,cn.nc.channel.auth.outer.service.dto.login.InstUserDto#getManagerId,1
cn.nc.issuance.book.dcm.query.service.dto.querystatistics.UnderWritingRatioChangeQueryDto,cn.nc.issuance.book.dcm.query.service.dto.querystatistics.UnderWritingRatioChangeQueryDto#setCreateEndDate,0
cn.nc.common.send.po.MsgSendRecordPo,cn.nc.common.send.po.MsgSendRecordPo#setSceneCode,0
cn.nc.issuance.book.dcm.query.service.dto.querystatistics.BookBuildResultQueryDto,cn.nc.issuance.book.dcm.query.service.dto.querystatistics.BookBuildResultQueryDto#setPrdtRating,0
cn.nc.pub.msg.service.impl.ProductQueryServiceImpl,cn.nc.pub.msg.service.impl.ProductQueryServiceImpl#buildFromDraft,15
cn.nc.channel.backend.service.dto.identitymapping.IdentityMappingDelReqDto,cn.nc.channel.backend.service.dto.identitymapping.IdentityMappingDelReqDto#setVersion,0
cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto#setInterestDateExplain,0
cn.nc.common.auth.AuthAutoConfiguration,cn.nc.common.auth.AuthAutoConfiguration#authFeignRequestInterceptor,1
cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto#getSubAmountLower,1
cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctQueryListExportController,cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctQueryListExportController#centerCfaeAcctQueryListExport,0
cn.nc.issuance.book.dcm.converter.ProcessInfoTaskConverterImpl,cn.nc.issuance.book.dcm.converter.ProcessInfoTaskConverterImpl#toPoList,5
cn.nc.issuance.dist.service.NxOrgListService,cn.nc.issuance.dist.service.NxOrgListService#findByNXType,0
cn.nc.issuance.dist.service.DistributionDetailsService,cn.nc.issuance.dist.service.DistributionDetailsService#excelAll,0
cn.nc.user.ind.adapter.feign.dto.CfaeRegisterUserQueryDto,cn.nc.user.ind.adapter.feign.dto.CfaeRegisterUserQueryDto#getLockFlag,1
cn.nc.user.reguser.service.QueryRegThirdUserRelService,cn.nc.user.reguser.service.QueryRegThirdUserRelService#queryThirdUserRelList,0
cn.nc.channel.backend.service.impl.PageLayoutQueryCmptListServiceImpl,cn.nc.channel.backend.service.impl.PageLayoutQueryCmptListServiceImpl#getCmptListQueryDetailRespDtos,11
cn.nc.operation.task.engine.service.ExecutionContext,cn.nc.operation.task.engine.service.ExecutionContext#getBatchCode,2
