className,method,score
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.AllocationStatisticsQueryController,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.AllocationStatisticsQueryController#allocationStatisticsQuery,1
cn.nc.channel.auth.outer.service.AppUserResetPwdService,cn.nc.channel.auth.outer.service.AppUserResetPwdService#resetUserPwd,0
cn.nc.user.position.service.PositionService,cn.nc.user.position.service.PositionService#add,0
cn.nc.channel.msg.service.dto.disclosure.DisclosureQueryRespDto,cn.nc.channel.msg.service.dto.disclosure.DisclosureQueryRespDto#setListInfo,0
cn.nc.issuance.book.dcm.query.converter.PurchaseAppDetailConverterImpl,cn.nc.issuance.book.dcm.query.converter.PurchaseAppDetailConverterImpl#toDtoList,5
cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto#getBookManagerBankAccountNum,1
cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto#getBondAcceleExpires,1
cn.nc.pub.msg.service.MsgSendOperatorService,cn.nc.pub.msg.service.MsgSendOperatorService#getDefaultTunnel,0
cn.nc.user.ind.service.impl.RegisterUserServiceImpl,cn.nc.user.ind.service.impl.RegisterUserServiceImpl#turnUserIdentify,1
cn.nc.issuance.bid.utils.ExcelUtil,cn.nc.issuance.bid.utils.ExcelUtil#excelExportNoMergeCell,31
cn.nc.issuance.common.compute.dto.GroupInfo,cn.nc.issuance.common.compute.dto.GroupInfo#setBaseConsignAmountScale,0
cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto#getCalculOrgan,1
cn.nc.issuance.book.dcm.query.service.dto.hisinfoquery.TemplateDto,cn.nc.issuance.book.dcm.query.service.dto.hisinfoquery.TemplateDto#getPartybCode,1
cn.nc.issuance.bid.facade.controller.core.BondFullInfoController,cn.nc.issuance.bid.facade.controller.core.BondFullInfoController#doService,1
cn.nc.issuance.dist.service.impl.DistHisAgreementQueryServiceImpl,cn.nc.issuance.dist.service.impl.DistHisAgreementQueryServiceImpl#queryList,6
cn.nc.issuance.book.dcm.query.adapter.repository.dao.querystatistics.BondUnderWriterStaticsDao,cn.nc.issuance.book.dcm.query.adapter.repository.dao.querystatistics.BondUnderWriterStaticsDao#statisticsQueryByBond,0
cn.nc.issuance.book.dcm.service.ConsigneeGroupService,cn.nc.issuance.book.dcm.service.ConsigneeGroupService#saveGroup,0
cn.nc.issuance.bid.service.impl.operation.TiPurchaseOfferServiceImpl,cn.nc.issuance.bid.service.impl.operation.TiPurchaseOfferServiceImpl#addSubmitPurchaseOffer,27
cn.nc.channel.mix.model.dto.DistConfirmationAndDocumentResponse,cn.nc.channel.mix.model.dto.DistConfirmationAndDocumentResponse#setNote,0
cn.nc.issuance.bid.facade.controller.shchTenderMgmt.QueryTiBondEffectStatusAndNodeController,cn.nc.issuance.bid.facade.controller.shchTenderMgmt.QueryTiBondEffectStatusAndNodeController#doService,1
cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto#getPublisherContactPhone,1
cn.nc.user.reguser.facade.controller.EditUserInfoHisController,cn.nc.user.reguser.facade.controller.EditUserInfoHisController#editUserInfoHis,1
cn.nc.operation.base.mapper.work.WorkGroupItemConverterImpl,cn.nc.operation.base.mapper.work.WorkGroupItemConverterImpl#toPo,4
cn.nc.channel.mix.model.dto.DistributingBondQueryResponse,cn.nc.channel.mix.model.dto.DistributingBondQueryResponse#getLeadUnderwriter,1
cn.nc.pub.msg.service.dto.other.InstanceSubConsignGroup,cn.nc.pub.msg.service.dto.other.InstanceSubConsignGroup#setOrgName,0
cn.nc.user.staff.service.dto.MessageDto,cn.nc.user.staff.service.dto.MessageDto#getCcAccount,1
cn.nc.user.instacct.service.impl.InstCapitalAcctServiceImpl,cn.nc.user.instacct.service.impl.InstCapitalAcctServiceImpl#updateInstCapitalAcct,3
cn.nc.issuance.bid.facade.controller.biddingManagement.bidInfoMgmt.ExportBidDetailController,cn.nc.issuance.bid.facade.controller.biddingManagement.bidInfoMgmt.ExportBidDetailController#doService,1
cn.nc.pub.msg.service.dto.excel.MsgSendExportDto,cn.nc.pub.msg.service.dto.excel.MsgSendExportDto#getRetryCount,1
cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto#getIrstFrequency,1
cn.nc.user.reguser.service.impl.UserInfoTaskServiceImpl,cn.nc.user.reguser.service.impl.UserInfoTaskServiceImpl#approveReturnTask,4
cn.nc.issuance.book.dcm.facade.controller.issueamountadjust.IssueAmountAdjustAuditController,cn.nc.issuance.book.dcm.facade.controller.issueamountadjust.IssueAmountAdjustAuditController#doService,1
cn.nc.issuance.book.dcm.converter.BondModifyapplyhisInfoConverterImpl,cn.nc.issuance.book.dcm.converter.BondModifyapplyhisInfoConverterImpl#toPo,4
cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PricingQueryPurchaseDetailController,cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PricingQueryPurchaseDetailController#handle,1
cn.nc.pub.wkcl.service.dto.SwitchHolidayDto,cn.nc.pub.wkcl.service.dto.SwitchHolidayDto#getDateString,1
cn.nc.issuance.common.facade.controller.BillingInformationModifyController,cn.nc.issuance.common.facade.controller.BillingInformationModifyController#doService,1
cn.nc.issuance.bid.converter.TiPlacingDetailConverterImpl,cn.nc.issuance.bid.converter.TiPlacingDetailConverterImpl#toDtoList,5
cn.nc.issuance.common.converter.ErrorInfoAuditQueryConverterImpl,cn.nc.issuance.common.converter.ErrorInfoAuditQueryConverterImpl#toDtoList,5
cn.nc.issuance.common.utils.FileManageUtil,cn.nc.issuance.common.utils.FileManageUtil#formatFilePath,2
cn.nc.starter.file.utils.FileStorageBaseUtil,cn.nc.starter.file.utils.FileStorageBaseUtil#downloadByUrls,16
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.UnderWriterStaticsByBondController,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.UnderWriterStaticsByBondController#doService,1
cn.nc.channel.backend.facade.controller.PageLayoutConfigDelController,cn.nc.channel.backend.facade.controller.PageLayoutConfigDelController#pageLayoutConfigDelById,1
cn.nc.user.reguser.service.dto.RegisterUserBaseDto,cn.nc.user.reguser.service.dto.RegisterUserBaseDto#getEmail,1
cn.nc.issuance.book.dcm.query.service.dto.hisinfoquery.TemplateQueryDto,cn.nc.issuance.book.dcm.query.service.dto.hisinfoquery.TemplateQueryDto#getPartyb,1
cn.nc.issuance.book.dcm.query.service.impl.BondHomeInitServiceImpl,cn.nc.issuance.book.dcm.query.service.impl.BondHomeInitServiceImpl#BondHomeInitQuery,19
cn.nc.operation.task.engine.service.BusinessTask,cn.nc.operation.task.engine.service.BusinessTask#getBusinessKey,0
cn.nc.issuance.book.dcm.query.facade.controller.bond.BondElementInfoController,cn.nc.issuance.book.dcm.query.facade.controller.bond.BondElementInfoController#handle,1
cn.nc.common.transaction.support.impl.RequestMessageEntity,cn.nc.common.transaction.support.impl.RequestMessageEntity#getReqParam,1
cn.nc.user.ukey.converter.UkeyConverterImpl,cn.nc.user.ukey.converter.UkeyConverterImpl#toPageList,5
cn.nc.issuance.book.dcm.service.impl.PricingPlacingServiceImpl,cn.nc.issuance.book.dcm.service.impl.PricingPlacingServiceImpl#loadAdjustResult,33
cn.nc.pub.msg.service.ProductTagCommandService,cn.nc.pub.msg.service.ProductTagCommandService#disable,0
cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto#setEffectPeriod,0
cn.nc.pub.msg.service.dto.setting.MsgEmailServerQueryDto,cn.nc.pub.msg.service.dto.setting.MsgEmailServerQueryDto#getUsername,1
cn.nc.channel.msg.converter.NoticeQueryConverterImpl,cn.nc.channel.msg.converter.NoticeQueryConverterImpl#noticePoToNoticeQueryDto,4
cn.nc.user.position.service.PositionHisService,cn.nc.user.position.service.PositionHisService#centerModifyById,0
cn.nc.issuance.book.dcm.logic.base.UnannouncedBondCleanCommonLogic,cn.nc.issuance.book.dcm.logic.base.UnannouncedBondCleanCommonLogic#comparePublishGround,37
cn.nc.channel.backend.service.dto.layout.PageLayoutConfigReqDto,cn.nc.channel.backend.service.dto.layout.PageLayoutConfigReqDto#getLayoutVersion,1
cn.nc.user.instacct.service.impl.QueryInstLargeAcctServiceImpl,cn.nc.user.instacct.service.impl.QueryInstLargeAcctServiceImpl#getInstLargeAcctDetail,1
cn.nc.issuance.common.facade.controller.RoleMenuRelationAddController,cn.nc.issuance.common.facade.controller.RoleMenuRelationAddController#handle,1
cn.nc.user.initinst.service.impl.InstOpenApplyServiceImpl,cn.nc.user.initinst.service.impl.InstOpenApplyServiceImpl#delete,6
cn.nc.channel.msg.converter.NoticeReadConverterImpl,cn.nc.channel.msg.converter.NoticeReadConverterImpl#toPoList,5
cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.WhiteSendHisDto,cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.WhiteSendHisDto#getSendDate,1
cn.nc.pub.wkcl.adapter.repository.po.LegalCalDetailPo,cn.nc.pub.wkcl.adapter.repository.po.LegalCalDetailPo#getDate,1
cn.nc.issuance.common.converter.SysDictionaryAuditDetailConverterImpl,cn.nc.issuance.common.converter.SysDictionaryAuditDetailConverterImpl#toPoList,5
cn.nc.issuance.book.dcm.service.AccountWhiteListNXService,cn.nc.issuance.book.dcm.service.AccountWhiteListNXService#accountWhiteListReSend,0
cn.nc.channel.mix.model.dto.BondGroupInfoResponse,cn.nc.channel.mix.model.dto.BondGroupInfoResponse#setBondCode,0
cn.nc.issuance.book.dcm.service.dto.directinvestor.DirectInvestorResultDto,cn.nc.issuance.book.dcm.service.dto.directinvestor.DirectInvestorResultDto#setDistEndDate,0
cn.nc.channel.backend.service.dto.layout.PageLayoutConfigQueryRespDto,cn.nc.channel.backend.service.dto.layout.PageLayoutConfigQueryRespDto#setTenSizeCmptInfos,0
cn.nc.channel.search.adapter.opensearch.index.Attachment,cn.nc.channel.search.adapter.opensearch.index.Attachment#setName,0
cn.nc.user.ukey.facade.controller.UkeyApplyHisCenterApprovalRefuseController,cn.nc.user.ukey.facade.controller.UkeyApplyHisCenterApprovalRefuseController#doService,1
cn.nc.user.instuser.service.ClientInstOrgService,cn.nc.user.instuser.service.ClientInstOrgService#deleteInstHisUser,0
cn.nc.channel.backend.service.dto.user.InstUserDto,cn.nc.channel.backend.service.dto.user.InstUserDto#setBinduserphone,0
cn.nc.issuance.book.dcm.batch.service.common.CommonCacheService,cn.nc.issuance.book.dcm.batch.service.common.CommonCacheService#getSysDictionaryPortCache,8
cn.nc.pub.msg.service.dto.setting.MsgBizSystemRespDto,cn.nc.pub.msg.service.dto.setting.MsgBizSystemRespDto#getInputUserId,1
cn.nc.issuance.book.dcm.converter.XFileConverter,cn.nc.issuance.book.dcm.converter.XFileConverter#toPo,0
cn.nc.channel.backend.facade.controller.GuestSearchEntranceController,cn.nc.channel.backend.facade.controller.GuestSearchEntranceController#doService,1
cn.nc.user.seal.converter.SealCommonConverter,cn.nc.user.seal.converter.SealCommonConverter#sealHisPo2SealHisPo,0
cn.nc.issuance.common.service.impl.BillServiceImpl,cn.nc.issuance.common.service.impl.BillServiceImpl#modifyById,4
cn.nc.channel.auth.outer.service.dto.login.RegisterUserQueryRespDto,cn.nc.channel.auth.outer.service.dto.login.RegisterUserQueryRespDto#getRegisterUserName,1
cn.nc.operation.task.engine.service.TaskEntity,cn.nc.operation.task.engine.service.TaskEntity#getAssignee,0
cn.nc.issuance.common.facade.controller.ErrorInfoAuditModifyController,cn.nc.issuance.common.facade.controller.ErrorInfoAuditModifyController#handle,1
cn.nc.issuance.book.dcm.facade.controller.bondauthorize.BondAuthorizeAddController,cn.nc.issuance.book.dcm.facade.controller.bondauthorize.BondAuthorizeAddController#doService,1
cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto#getConsignPayDate,1
cn.nc.issuance.bid.facade.controller.biddingresultMgmt.SendPlacingResultToClearHouseController,cn.nc.issuance.bid.facade.controller.biddingresultMgmt.SendPlacingResultToClearHouseController#doService,1
cn.nc.pub.msg.service.impl.ParameterQueryServiceImpl,cn.nc.pub.msg.service.impl.ParameterQueryServiceImpl#getReviewParameterInfoDraftPo,3
cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto#getBondType,1
cn.nc.channel.log.model.dto.AuditLogQuery.ExtQueryEntity,cn.nc.channel.log.model.dto.AuditLogQuery.ExtQueryEntity#getType,1
cn.nc.user.reguser.converter.UserIdentifyConverterImpl,cn.nc.user.reguser.converter.UserIdentifyConverterImpl#toDtoList,5
cn.nc.common.notify.dto.feign.EmailFeignDto,cn.nc.common.notify.dto.feign.EmailFeignDto#setTemplateCode,0
cn.nc.channel.auth.outer.service.dto.login.InstUserDto,cn.nc.channel.auth.outer.service.dto.login.InstUserDto#getDepartment,1
cn.nc.issuance.book.dcm.query.facade.controller.reservationmanage.ReservationManageQueryListController,cn.nc.issuance.book.dcm.query.facade.controller.reservationmanage.ReservationManageQueryListController#doService,1
cn.nc.issuance.dist.service.dto.Sort,cn.nc.issuance.dist.service.dto.Sort#getColumn,1
cn.nc.pub.msg.facade.controller.setting.ConfigTestController,cn.nc.pub.msg.facade.controller.setting.ConfigTestController#getMail,1
cn.nc.issuance.book.dcm.service.dto.bondadjustorder.PurchaseTimeAdjustmentEntity,cn.nc.issuance.book.dcm.service.dto.bondadjustorder.PurchaseTimeAdjustmentEntity#setCreateYear,0
cn.nc.user.base.po.NcBaseExtPo,cn.nc.user.base.po.NcBaseExtPo#getInputTime,1
cn.nc.issuance.book.dcm.query.facade.controller.purchaseManage.PurchaseOfferExprotDetilListController,cn.nc.issuance.book.dcm.query.facade.controller.purchaseManage.PurchaseOfferExprotDetilListController#doService,1
cn.nc.issuance.dist.service.impl.DistributionDetailsServiceImpl,cn.nc.issuance.dist.service.impl.DistributionDetailsServiceImpl#distDetailImport,9
cn.nc.issuance.common.utils.FileManageUtil,cn.nc.issuance.common.utils.FileManageUtil#fileNameSplit,5
cn.nc.issuance.book.dcm.service.dto.nxMessage.SendNxMassageEntityDTO,cn.nc.issuance.book.dcm.service.dto.nxMessage.SendNxMassageEntityDTO#setAuditTime,0
cn.nc.issuance.bid.converter.TiRegistrationFileConverterImpl,cn.nc.issuance.bid.converter.TiRegistrationFileConverterImpl#toDtoList,5
cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.AccountWhiteListResultDto,cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.AccountWhiteListResultDto#setBondShortName,0
cn.nc.pub.msg.service.dto.log.AuditLogRespDto,cn.nc.pub.msg.service.dto.log.AuditLogRespDto#setOperatorName,0
cn.nc.user.ukey.converter.UkeyMaintainConverterImpl,cn.nc.user.ukey.converter.UkeyMaintainConverterImpl#toPoList,5
cn.nc.user.cfaeacct.CfaeAccountHisService,cn.nc.user.cfaeacct.CfaeAccountHisService#cfaeAcctBatchApproveReturnCenter,0
cn.nc.pub.msg.service.dto.log.AuditLogQueryDto,cn.nc.pub.msg.service.dto.log.AuditLogQueryDto#getTargetIp,1
cn.nc.issuance.book.dcm.query.facade.controller.PricingPlacingQueryDetailConfirmHisController,cn.nc.issuance.book.dcm.query.facade.controller.PricingPlacingQueryDetailConfirmHisController#doService,1
cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto#getTermUnit,1
cn.nc.starter.file.utils.ConfigUtil,cn.nc.starter.file.utils.ConfigUtil#getIntegerValue,2
cn.nc.user.instuser.service.impl.ClientInstOrgServiceImpl,cn.nc.user.instuser.service.impl.ClientInstOrgServiceImpl#approveCancelInstUser,10
cn.nc.issuance.book.dcm.query.converter.MqSendProductInfoConverterImpl,cn.nc.issuance.book.dcm.query.converter.MqSendProductInfoConverterImpl#toPo,5
cn.nc.issuance.common.compute.purchase.ComputeBase,cn.nc.issuance.common.compute.purchase.ComputeBase#addMarginalSubscriptionMap,4
cn.nc.operation.task.client.impl.TaskBuilder,cn.nc.operation.task.client.impl.TaskBuilder#builder,1
cn.nc.issuance.book.dcm.service.impl.external.DCMForExternalGroupCheckServiceImpl,cn.nc.issuance.book.dcm.service.impl.external.DCMForExternalGroupCheckServiceImpl#send,1
cn.nc.pub.msg.service.dto.setting.MsgTemplateQueryDto,cn.nc.pub.msg.service.dto.setting.MsgTemplateQueryDto#setTemplateCode,0
cn.nc.pub.msg.config.sms.AliyunSmsConfig,cn.nc.pub.msg.config.sms.AliyunSmsConfig#getAction,1
cn.nc.user.archive.dto.FileArchiveSubHisDto,cn.nc.user.archive.dto.FileArchiveSubHisDto#setItemOrder,0
cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto#getPublisherCode,1
cn.nc.user.staff.facade.controller.in.OrgDeleteController,cn.nc.user.staff.facade.controller.in.OrgDeleteController#handle,1
cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto#getCounterIssueDateB,1
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.QueryBondPlacingResultController,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.QueryBondPlacingResultController#handle,1
cn.nc.channel.auth.outer.service.dto.login.UserBindCheckDto,cn.nc.channel.auth.outer.service.dto.login.UserBindCheckDto#getEmail,1
cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto#getCounterIssueDateE,1
cn.nc.pub.msg.service.impl.ProductTagCommandServiceImpl,cn.nc.pub.msg.service.impl.ProductTagCommandServiceImpl#submit,1
cn.nc.channel.mix.model.dto.DistributableBondQueryResponse,cn.nc.channel.mix.model.dto.DistributableBondQueryResponse#getBondFullName,1
cn.nc.user.staff.service.impl.UserServiceImpl,cn.nc.user.staff.service.impl.UserServiceImpl#getUpDateTime,2
cn.nc.channel.auth.outer.service.dto.register.AppMobileUserRegistrationReqDto,cn.nc.channel.auth.outer.service.dto.register.AppMobileUserRegistrationReqDto#setPassword,0
cn.nc.issuance.dist.adapter.feign.SysConfigService,cn.nc.issuance.dist.adapter.feign.SysConfigService#getDictListByCode,0
cn.nc.issuance.book.dcm.query.service.dto.querystatistics.UnderWritingRatioChangeResultDto,cn.nc.issuance.book.dcm.query.service.dto.querystatistics.UnderWritingRatioChangeResultDto#setMemCode,0
cn.nc.channel.auth.outer.service.dto.login.UserBindCheckDto,cn.nc.channel.auth.outer.service.dto.login.UserBindCheckDto#setEmail,0
cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto#getBondType,1
cn.nc.issuance.book.dcm.query.adapter.repository.dao.unannounced.UnAnnounceBondQueryDao,cn.nc.issuance.book.dcm.query.adapter.repository.dao.unannounced.UnAnnounceBondQueryDao#queryList,0
cn.nc.common.seq.serviceCode.model.ServiceCodeModel,cn.nc.common.seq.serviceCode.model.ServiceCodeModel#setPrefix,0
cn.nc.channel.mix.model.dto.UserRelationResponse,cn.nc.channel.mix.model.dto.UserRelationResponse#getMemName,1
cn.nc.issuance.book.dcm.service.PricingPlacingService,cn.nc.issuance.book.dcm.service.PricingPlacingService#loadAdjustResult,0
cn.nc.issuance.dist.facade.controller.SimDistInfoSaveController,cn.nc.issuance.dist.facade.controller.SimDistInfoSaveController#doService,1
cn.nc.channel.search.adapter.repository.po.CmsFileUpload,cn.nc.channel.search.adapter.repository.po.CmsFileUpload#setFileId,0
cn.nc.issuance.book.dcm.lib.config.DynamicTableConfig,cn.nc.issuance.book.dcm.lib.config.DynamicTableConfig#dynamicTableNameInterceptor,1
cn.nc.issuance.book.dcm.service.dto.bill.FixedIncomeProductElementEntity.ContactInfo,cn.nc.issuance.book.dcm.service.dto.bill.FixedIncomeProductElementEntity.ContactInfo#setPublisherContactPhone,0
cn.nc.issuance.common.converter.BondKindConfigQueryConverterImpl,cn.nc.issuance.common.converter.BondKindConfigQueryConverterImpl#toDto,4
cn.nc.channel.mix.feign.ChannelMixFeign,cn.nc.channel.mix.feign.ChannelMixFeign#queryGroupBond,0
cn.nc.issuance.book.dcm.batch.dto.nafmii.BookAutoCreateBondDto,cn.nc.issuance.book.dcm.batch.dto.nafmii.BookAutoCreateBondDto#equals,16
cn.nc.user.ukey.facade.controller.UkeyBindHisCenterBatchApprovalRefuseController,cn.nc.user.ukey.facade.controller.UkeyBindHisCenterBatchApprovalRefuseController#ukeyBindHisBatchApprovalRefuse,1
cn.nc.channel.auth.outer.service.dto.login.MobileBindReqDto,cn.nc.channel.auth.outer.service.dto.login.MobileBindReqDto#setSmsVerificationUniqueId,0
cn.nc.issuance.book.dcm.lib.service.RoleMappingConfig,cn.nc.issuance.book.dcm.lib.service.RoleMappingConfig#mapRoleCodes,4
cn.nc.user.instuser.service.impl.QueryThirdUserRelServiceImpl,cn.nc.user.instuser.service.impl.QueryThirdUserRelServiceImpl#queryInstThirdRelList,1
cn.nc.common.log.audit.info.DefaultAuditOperateType,cn.nc.common.log.audit.info.DefaultAuditOperateType#setLabel,0
cn.nc.user.ind.adapter.feign.dto.CfaeRegisterUserDto,cn.nc.user.ind.adapter.feign.dto.CfaeRegisterUserDto#getUpdateTime,1
cn.nc.pub.msg.service.dto.excel.MsgSendExportDto,cn.nc.pub.msg.service.dto.excel.MsgSendExportDto#setTemplateId,0
cn.nc.message.head.req.ReqHeader,cn.nc.message.head.req.ReqHeader#getServTpCd,1
cn.nc.user.ind.facade.controller.RegisterUserByEmailController,cn.nc.user.ind.facade.controller.RegisterUserByEmailController#doService,1
cn.nc.user.seal.converter.SealHisConverterImpl,cn.nc.user.seal.converter.SealHisConverterImpl#toPoList,5
cn.nc.user.staff.service.impl.MenuServiceImpl,cn.nc.user.staff.service.impl.MenuServiceImpl#emergencyPageMenuList,1
cn.nc.pub.msg.service.impl.MsgSceneConfigServiceImpl,cn.nc.pub.msg.service.impl.MsgSceneConfigServiceImpl#queryPage,3
cn.nc.pub.msg.converter.BaseConverter,cn.nc.pub.msg.converter.BaseConverter#toPo,0
cn.nc.issuance.dist.service.dto.RspHead,cn.nc.issuance.dist.service.dto.RspHead#setTxRecvTime,0
cn.nc.issuance.book.dcm.logic.match.UnBondType4Match_PPN,cn.nc.issuance.book.dcm.logic.match.UnBondType4Match_PPN#getBondType,1
cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto#getConsignPayEndTime,1
cn.nc.channel.msg.converter.SilentModeConverterImpl,cn.nc.channel.msg.converter.SilentModeConverterImpl#toPoList,5
cn.nc.channel.auth.outer.service.impl.GenerateSliderKaptchaServiceImpl,cn.nc.channel.auth.outer.service.impl.GenerateSliderKaptchaServiceImpl#generateSliderKaptcha,1
cn.nc.operation.base.model.dto.AuditLogQuery,cn.nc.operation.base.model.dto.AuditLogQuery#getOperTime,1
cn.nc.issuance.book.dcm.query.service.dto.querystatistics.BondGroupFeeDto,cn.nc.issuance.book.dcm.query.service.dto.querystatistics.BondGroupFeeDto#setBookManager,0
cn.nc.channel.msg.service.MessageTargetService,cn.nc.channel.msg.service.MessageTargetService#findUserMessageTarget,0
cn.nc.user.cfaeacct.converter.CfaeAccountRelConverter,cn.nc.user.cfaeacct.converter.CfaeAccountRelConverter#parseDto,0
cn.nc.channel.auth.inner.facade.controller.AuthLoginPublicKeyController,cn.nc.channel.auth.inner.facade.controller.AuthLoginPublicKeyController#doService,1
cn.nc.operation.base.model.dto.task.TaskQuery,cn.nc.operation.base.model.dto.task.TaskQuery#setTaskTitle,0
cn.nc.user.cfaeacct.CfaeAccountHisService,cn.nc.user.cfaeacct.CfaeAccountHisService#centerCfaeAcctHisList,0
cn.nc.user.conf.service.impl.SysDynamicFieldServiceImpl,cn.nc.user.conf.service.impl.SysDynamicFieldServiceImpl#handleCfaeAcctTabField,0
cn.nc.pub.msg.adapter.repository.po.MsgTemplatePo,cn.nc.pub.msg.adapter.repository.po.MsgTemplatePo#setTemplateType,0
cn.nc.user.instuser.adapter.repository.po.InstUserPo,cn.nc.user.instuser.adapter.repository.po.InstUserPo#getDepartment,1
cn.nc.channel.auth.outer.adapter.repository.po.BasePo,cn.nc.channel.auth.outer.adapter.repository.po.BasePo#setInputTime,0
cn.nc.issuance.book.dcm.query.facade.controller.pricingplacing.LoadHistoryConfirmInfoController,cn.nc.issuance.book.dcm.query.facade.controller.pricingplacing.LoadHistoryConfirmInfoController#handle,1
cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto#getCounterIssueDateB,1
cn.nc.channel.backend.service.dto.distribution.DistributionBondQueryRespDto,cn.nc.channel.backend.service.dto.distribution.DistributionBondQueryRespDto#getBondCode,1
cn.nc.pub.msg.adapter.vo.MailVo,cn.nc.pub.msg.adapter.vo.MailVo#getMailAccount,1
cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto#getCounterIssueDateE,1
cn.nc.issuance.book.dcm.lib.common.CommonLogic,cn.nc.issuance.book.dcm.lib.common.CommonLogic#queryBondOpers,1
cn.nc.issuance.book.dcm.lib.feign.CommonService,cn.nc.issuance.book.dcm.lib.feign.CommonService#externalUpdate,0
cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.nx.WhiteGroupByNxQueryDto,cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.nx.WhiteGroupByNxQueryDto#getHolderFullName,1
cn.nc.issuance.book.dcm.query.service.impl.DistHisResultServiceImpl,cn.nc.issuance.book.dcm.query.service.impl.DistHisResultServiceImpl#queryList,2
cn.nc.issuance.bid.adapter.repository.dao.TiPurchaseOfferAccountDao,cn.nc.issuance.bid.adapter.repository.dao.TiPurchaseOfferAccountDao#queryTrustAccountByCondition,0
cn.nc.issuance.book.dcm.service.dto.bill.FixedIncomeProductElementEntity,cn.nc.issuance.book.dcm.service.dto.bill.FixedIncomeProductElementEntity#getSecName,1
cn.nc.issuance.book.dcm.service.BondAuthorizeService,cn.nc.issuance.book.dcm.service.BondAuthorizeService#execBackBondauthorizefile,0
cn.nc.user.instacct.controller.CapitalAccountPushController,cn.nc.user.instacct.controller.CapitalAccountPushController#pushCapitalAccountHandle,1
cn.nc.issuance.bid.service.impl.query.QueryBondInfoServiceImpl,cn.nc.issuance.bid.service.impl.query.QueryBondInfoServiceImpl#queryStageRepayInfo,7
cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto,cn.nc.pub.msg.service.dto.productInstance.BookFinCcdcProductInstanceDto#setBookManagerBankAccountName,0
cn.nc.pub.wkcl.service.dto.log.AuditLogQueryDto,cn.nc.pub.wkcl.service.dto.log.AuditLogQueryDto#setStartOperateDate,0
